validScientificName,family.ORIG,biodiversityRelevance,nectarProduction,heatRequirement,coldRequirement,tempOptimum,continentality,light,moisture,soilReaction,nitrogen,phosphorus,salinity,grazing.Mowing,soilDisturbance,longevity,pollinatorDependence,phenology,extremePhenology,seedDormancy,seedBank,seedDisperser,nitrogenFixation,photosyntheticPathway,mycorrhiza,carnivory,parasitism,siliceousRock,ultrabasicRock,calcareousRock,dryHeath,dryMeadow,steppicMeadow,sandSteppe,moistHeath,moistMeadow,moistCalcareousMeadow,raisedBog,poor.AcidicFen,intermediate.RichFen,rich.CalcareousFen,tallHerb.Sedge.ReedMeadow,oligotrophicWater.Shores,mesotrophicWater.Shores,eutrophicWater.Shores,sandy.Stony.RockySeaShores,seaShoreMeadows,base.PoorWasteland,base.RichWasteland,arableLand,gravellyGround,ruderal,hedgerows.Thickets.Wood.MarginsandGroves,heath.TypeDeciduousForest,intermediateDeciduousForest,herb.RichDeciduousForest,alnusGlutinosaSwamp,fraxinus.Ulmus.AlnusIncanaSwamp,pinus.BetulaSwamp,piceaSwamp,heath.TypeConiferousForest,vaccinium.TypeConiferousForest,herb.RichConiferousForest,cacareousConiferForest,subalpineBetulaForest,validScientificName.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Papaver orientale L.,Papaveraceae,1,3,13,4,5,8,7,4,7,6,4,1,3,,4,1,,,2,,Passive,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Papaver orientale L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,14,1527,1,wfo-0000480283,urn:lsid:ipni.org:names:673428-1,696310,Papaver bracteatum,species,wfo-4000027914,Lindl.,Papaveraceae,Papaveroideae,Papavereae,,Papaver,"",bracteatum,"",species,Valid,Coll. Bot. : t. 23 (1821),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Coll. Bot. (Lindley) t. 23. 1821  to Coll. Bot. : t. 23 (1821), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ke",http://www.theplantlist.org/tpl1.1/record/kew-2560595,The Papaveraceae TEN,A,kew-2560595,"",TRUE,Synonym,wfo-0001090457,Papaver orientale var. lasiothrix
Papaver radicatum Rottb.,Papaveraceae,1,3,2,17,17,,7,4,8,2,2,1,5,7,3,1,,,2,2,Passive,0,C3,AM,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Papaver radicatum Rottb.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,1528,1,wfo-1000000020,urn:lsid:ipni.org:names:77307945-1,"",Oreomecon radicata,species,wfo-4100000014,"(Rottb.) Banfi, Bartolucci, J.-M.Tison & Galasso",Papaveraceae,Papaveroideae,Papavereae,,Oreomecon,"",radicata,"",species,Valid,Nat. Hist. Sci. 9(1): 71. 2021 [23 Feb 2022] [epublished],Accepted,"",wfo-0000481007,,"","",The Papaveraceae TEN,A,"","",TRUE,Synonym,wfo-0000481007,Papaver radicatum
Papaver rhoeas L.,Papaveraceae,3,3,11,2,4,4,6,3,7,7,5,2,3,9,1,2,8,1,4,4,Passive,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Papaver rhoeas L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,11,1529,1,wfo-1200002640,urn:lsid:ipni.org:names:77179310-1,"",Papaver rhoeas f. cruciatum,form,"",(Jord.) P.D.Sell,Papaveraceae,Papaveroideae,Papavereae,,Papaver,"",rhoeas,cruciatum,form,Invalid,Fl. Gr. Brit. Ireland 0.511805556. 2018,Unchecked,"","",,"","",The Papaveraceae TEN,A,"","",FALSE,"","",""
Papaver somniferum L.,Papaveraceae,3,3,10,2,4,4,6,3,7,7,5,1,3,9,1,1,9,2,2,2,Passive,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Papaver somniferum L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,1530,1,wfo-0000480963,urn:lsid:ipni.org:names:673724-1,697176,Papaver somniferum,species,wfo-4000027914,L.,Papaveraceae,Papaveroideae,Papavereae,,Papaver,"",somniferum,"",species,Valid,Sp. Pl. : 508 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 508 1753  to Sp. Pl. : 508 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2561497 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2561497,The Papaveraceae TEN,A,kew-2561497,"",FALSE,"","",""
Parapholis strigosa,Poaceae,1,1,13,5,6,,7,6,8,4,4,4,7,6,1,0b,10,3,"",,Passive,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parapholis strigosa (Dumort.) C. E. Hubb.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1531,1,wfo-0000887104,urn:lsid:ipni.org:names:413704-1,431058,Parapholis strigosa,species,wfo-4000028116,(Dumort.) C.E.Hubb.,Poaceae,"","",,Parapholis,"",strigosa,"",species,Valid,"Blumea, Suppl. 3: 14 (1946)",Accepted,"",wfo-0000878099,,"Source in seed data: wcs Update namepublishedIn from Blumea, Suppl. 3: 14 1946  to Blumea, Suppl. 3: 14 (1946), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-431",http://www.theplantlist.org/tpl1.1/record/kew-431058,The Poaceae TEN,A,kew-431058,"",FALSE,"","",""
Parietaria judaica L.,Urticaceae,2,1,13,2,3,4,6,3,7,7,5,2,1,9,3,0b,12,5,1,,Myr,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Parietaria judaica L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,1532,1,wfo-0000473199,urn:lsid:ipni.org:names:131067-3,682217,Parietaria judaica,species,wfo-4000028202,L.,Urticaceae,"","",,Parietaria,"",judaica,"",species,Valid,Species Plantarum 1763,Accepted,"","",,"Source in seed data: cmp Updated namepublishedIn from Sp. Pl. ed. 2 1492 1763  to Species Plantarum 1763 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2546385 ",http://www.theplantlist.org/tpl1.1/record/kew-2546385,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2546385,"",FALSE,"","",""
Parietaria officinalis L.,Urticaceae,2,1,13,2,3,7,5,3,7,7,5,2,1,7,4,0b,12,5,2,,Myr,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,Parietaria officinalis L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,1533,1,wfo-0000473231,urn:lsid:ipni.org:names:854958-1,682255,Parietaria officinalis,species,wfo-4000028202,L.,Urticaceae,"","",,Parietaria,"",officinalis,"",species,Valid,Sp. Pl. : 1052 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 2: 1052. 1753 [1 May 1753]  to Sp. Pl. : 1052 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-",http://www.theplantlist.org/tpl1.1/record/kew-2546423,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2546423,"",FALSE,"","",""
Paris quadrifolia L.,Melanthiaceae,1,,3,3,9,7,2,5,6,8,4,1,1,1,4,1,6,3,1,1,Bird,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,2,1,1,Paris quadrifolia L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,11,1534,1,wfo-0000715037,urn:lsid:ipni.org:names:539731-1,283865,Paris verticillata,species,wfo-4000028211,M.Bieb.,Melanthiaceae,"","",,Paris,"",verticillata,"",species,Valid,Fl. Taur.-Caucas. 3: 287 (1819),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Fl. Taur.-Caucas. 3: 287 1819  to Fl. Taur.-Caucas. 3: 287 (1819), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record",http://www.theplantlist.org/tpl1.1/record/kew-283865,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-283865,"",TRUE,Synonym,wfo-0000771748,Paris quadrifolia var. obovata
Parnassia palustris L.,Celastraceae,1,4,2,4,10,5,6,8,7,1,2,2,6,4,4,2,11,4,2,2,Passive,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Parnassia palustris L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,1535,1,wfo-0000479955,urn:lsid:ipni.org:names:792120-1,695573,Parnassia palustris,species,wfo-4000028227,L.,Celastraceae,"","",,Parnassia,"",palustris,"",species,Valid,Sp. Pl. : 273 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 273 1753  to Sp. Pl. : 273 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2559858 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2559858,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2559858,"",FALSE,"","",""
Parthenocissus inserta,Vitaceae,1,5,8,3,6,7,4,6,6,7,3,1,2,,4,1,,,"",,Bird,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,1,1,0,0,0,0,0,0,0,Parthenocissus inserta (A. Kern.) Fritsch,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1536,1,wfo-0000474309,urn:lsid:ipni.org:names:68399-1,683945,Parthenocissus quinquefolia,species,wfo-4000028265,Planch.,Vitaceae,"","",,Parthenocissus,"",quinquefolia,"",species,Valid,Monogr. Phan. [A.DC. & C.DC.] 5(2): 448. 1887 [Oct 1887],Accepted,"",wfo-0000979874,,"Source in seed data: cmp Updated scientificnameAuthorship from (L.) Planch. to Planch., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2548124 >The Plant List v.1",http://www.theplantlist.org/tpl1.1/record/kew-2548124,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2548124,"",TRUE,Synonym,wfo-0000476975,Parthenocissus inserta
Parthenocissus quinquefolia,Vitaceae,1,5,10,2,4,6,4,6,6,7,3,1,2,,4,1,,,4,,Bird,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,1,1,0,0,0,0,0,0,0,Parthenocissus quinquefolia (L.) Planch.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1537,1,wfo-0000474309,urn:lsid:ipni.org:names:68399-1,683945,Parthenocissus quinquefolia,species,wfo-4000028265,Planch.,Vitaceae,"","",,Parthenocissus,"",quinquefolia,"",species,Valid,Monogr. Phan. [A.DC. & C.DC.] 5(2): 448. 1887 [Oct 1887],Accepted,"",wfo-0000979874,,"Source in seed data: cmp Updated scientificnameAuthorship from (L.) Planch. to Planch., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2548124 >The Plant List v.1",http://www.theplantlist.org/tpl1.1/record/kew-2548124,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2548124,"",FALSE,"","",""
Pastinaca sativa L.,Apiaceae,4,2,10,3,5,5,6,2,7,8,5,2,3,6,2,1,11,4,3,3,Passive,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Pastinaca sativa L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,11,1538,1,wfo-0001068669,"",1702999,Pastinaca sativa subsp. urens,subspecies,"",Čelak.,Apiaceae,"","",,Pastinaca,"",sativa,urens,subspecies,"","",Unchecked,"","",,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-1702999 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-1702999 >The Plant List v.1.0</a>,"","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-1702999,"",FALSE,"","",""
Pedicularis flammea L.,Orobanchaceae,1,5,2,17,17,,7,7,8,2,3,1,6,5,4,"",,,"",,Passive,0,C3,None,0,1,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pedicularis flammea L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,1539,1,wfo-0000470578,urn:lsid:ipni.org:names:807057-1,677967,Pedicularis flammea,species,wfo-4000028414,L.,Orobanchaceae,"","",,Pedicularis,"",flammea,"",species,Valid,Sp. Pl. : 609 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 609 1753  to Sp. Pl. : 609 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2542107 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2542107,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2542107,"",FALSE,"","",""
Pedicularis hirsuta L.,Orobanchaceae,1,5,2,17,17,,7,7,8,2,3,1,6,5,4,"",,,"",1,Passive,0,C3,None,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pedicularis hirsuta L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,1540,1,wfo-0000470956,urn:lsid:ipni.org:names:807150-1,678600,Pedicularis hirsuta,species,wfo-4000028414,L.,Orobanchaceae,"","",,Pedicularis,"",hirsuta,"",species,Valid,Sp. Pl. : 609 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 609 1753  to Sp. Pl. : 609 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2542741 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2542741,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2542741,"",FALSE,"","",""
Pedicularis lapponica L.,Orobanchaceae,1,5,2,13,15,,5,5,4,2,3,1,3,3,4,"",,,"",1,Passive,0,C3,None,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Pedicularis lapponica L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,1541,1,wfo-0000471086,urn:lsid:ipni.org:names:807256-1,678857,Pedicularis lapponica,species,wfo-4000028414,L.,Orobanchaceae,"","",,Pedicularis,"",lapponica,"",species,Valid,Sp. Pl. : 609 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 2: 609. 1753 [1 May 1753]  to Sp. Pl. : 609 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-25",http://www.theplantlist.org/tpl1.1/record/kew-2542999,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2542999,"",FALSE,"","",""
Pedicularis oederi Vahl,Orobanchaceae,1,5,2,16,17,,7,7,7,2,3,1,3,3,4,1a,,,"",3,Passive,0,C3,None,0,1,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pedicularis oederi Vahl,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,9,1542,1,wfo-0001139739,"",29207559,Pedicularis oederi  f. rubra,form,wfo-0000470824,(Maxim.) Tsoong,Orobanchaceae,"","",,Pedicularis,"",oederi,rubra,form,Valid,Fl. Reipubl. Popularis Sin. 68: 332 1963,Accepted,"",wfo-0001140136,,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-29207559 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-29207559 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-29207559,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-29207559,"",TRUE,Synonym,wfo-0001140137,Pedicularis oederi var. rubra
Pedicularis palustris L.,Orobanchaceae,3,5,3,4,10,6,6,9,7,5,3,2,6,4,2,1a,8,1,"",2,Passive,0,C3,None,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pedicularis palustris L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,1543,1,wfo-0000470843,urn:lsid:ipni.org:names:807439-1,678393,Pedicularis palustris,species,wfo-4000028414,L.,Orobanchaceae,"","",,Pedicularis,"",palustris,"",species,Valid,Sp. Pl. : 607 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 607 1753  to Sp. Pl. : 607 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2542534 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2542534,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2542534,"",FALSE,"","",""
Pedicularis sceptrum-carolinum L.,Orobanchaceae,2,5,3,9,13,7,6,8,7,4,3,1,3,3,4,1a,,,2,,Passive,0,C3,None,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pedicularis sceptrum-carolinum L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,1544,1,wfo-0000475188,urn:lsid:ipni.org:names:807613-1,686128,Pedicularis sceptrum-carolinum,species,wfo-4000028414,L.,Orobanchaceae,"","",,Pedicularis,"",sceptrum-carolinum,"",species,Valid,Sp. Pl. : 608 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 2: 608. 1753 [1 May 1753]  to Sp. Pl. : 608 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-25",http://www.theplantlist.org/tpl1.1/record/kew-2550317,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2550317,"",FALSE,"","",""
Pedicularis sylvatica L.,Orobanchaceae,3,5,9,4,7,2,6,7,4,4,3,1,7,4,2,1a,7,2,"",1,Myr,0,C3,None,0,1,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pedicularis sylvatica L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,1545,1,wfo-0000475239,urn:lsid:ipni.org:names:807692-1,686229,Pedicularis sylvatica,species,wfo-4000028414,L.,Orobanchaceae,"","",,Pedicularis,"",sylvatica,"",species,Valid,Sp. Pl. : 607 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 2: 607. 1753 [1 May 1753]  to Sp. Pl. : 607 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-25",http://www.theplantlist.org/tpl1.1/record/kew-2550419,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2550419,"",FALSE,"","",""
Pentaglottis sempervirens,Boraginaceae,2,5,11,3,5,3,4,4,6,6,3,1,1,4,4,1,6,3,"",1,Passive,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,Pentaglottis sempervirens (L.) Tausch ex L. H. Bailey,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1546,1,wfo-0000397269,urn:lsid:ipni.org:names:60457907-2,550900,Pentaglottis sempervirens,species,wfo-4000028578,(L.) Tausch ex L.H.Bailey,Boraginaceae,"","",,Pentaglottis,"",sempervirens,"",species,Valid,"Man. Cult. Pl. , ed. 2: 837 (1949)",Accepted,"",wfo-0000533766,,"Source in seed data: cmp Update namepublishedIn from Man. Cult. Pl. ed. 2: 837 1949  to Man. Cult. Pl. , ed. 2: 837 (1949), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re",http://www.theplantlist.org/tpl1.1/record/kew-2412586,The Boraginaceae TEN,A,kew-2412586,"",FALSE,"","",""
Pentaglottis sempervirens,Boraginaceae,2,5,11,3,5,3,4,4,6,6,3,1,1,4,4,1,6,3,"",1,Passive,0,C3,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,Pentaglottis sempervirens (L.) Tausch ex L. H. Bailey,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1546,2,wfo-0001215365,urn:lsid:ipni.org:names:120154-1,4001034,Pentaglottis sempervirens,species,"",Tausch,Boraginaceae,"","",,Pentaglottis,"",sempervirens,"",species,"",Flora 12(2): 643. 1829,Unchecked,"","",,"Source in seed data: tro Updated namePublishedIn from Flora 12: 643 1829  to Flora 12(2): 643. 1829 , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco",http://www.theplantlist.org/tpl1.1/record/tro-4001034,The Boraginaceae TEN,A,tro-4001034,"",FALSE,"","",""
Persicaria amphibia,Polygonaceae,3,3,7,2,6,6,6,8,7,7,5,2,3,4,4,1,10,3,4,1,Passive,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Persicaria amphibia (L.) Delarbre,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1547,1,wfo-0000488056,urn:lsid:ipni.org:names:30193627-2,705945,Persicaria amphibia,species,wfo-4000028848,(L.) Delarbre,Polygonaceae,"","",,Persicaria,"",amphibia,"",species,Valid,"Fl. Auvergne , ed. 2: 519 (1800)",Accepted,"",wfo-0000485132,,"Source in seed data: cmp Update namepublishedIn from Fl. Auvergne ed. 2: 519 1800  to Fl. Auvergne , ed. 2: 519 (1800), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record",http://www.theplantlist.org/tpl1.1/record/kew-2571959,The Caryophyllales Taxonomic Expert Network,A,kew-2571959,"",FALSE,"","",""
Persicaria amphibia,Polygonaceae,3,3,7,2,6,6,6,8,7,7,5,2,3,4,4,1,10,3,4,1,Passive,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Persicaria amphibia (L.) Delarbre,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1547,2,wfo-0000488056,urn:lsid:ipni.org:names:30193627-2,705945,Persicaria amphibia,species,wfo-4000028848,(L.) Delarbre,Polygonaceae,"","",,Persicaria,"",amphibia,"",species,Valid,"Fl. Auvergne , ed. 2: 519 (1800)",Accepted,"",wfo-0000485132,,"Source in seed data: cmp Update namepublishedIn from Fl. Auvergne ed. 2: 519 1800  to Fl. Auvergne , ed. 2: 519 (1800), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record",http://www.theplantlist.org/tpl1.1/record/kew-2571959,The Caryophyllales Taxonomic Expert Network,A,kew-2571959,"",TRUE,Synonym,wfo-0001101180,Persicaria amphibia
Persicaria foliosa,Polygonaceae,1,3,8,9,10,8,7,10,5,7,5,1,4,7,1,0c,,,"",3,Passive,0,C3,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Persicaria foliosa (H. Lindb.) Kitag.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,1548,1,wfo-0000488494,urn:lsid:ipni.org:names:694977-1,706656,Persicaria foliosa,species,wfo-4000028848,(H.Lindb.) Kitag.,Polygonaceae,"","",,Persicaria,"",foliosa,"",species,Valid,Rep. Inst. Sci. Res. Manchoukuo 1: 321 (1937),Accepted,"",wfo-0000489556,,"Source in seed data: cmp Update namepublishedIn from Rep. Inst. Sci. Res. Manchoukuo 1: 321 1937  to Rep. Inst. Sci. Res. Manchoukuo 1: 321 (1937), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.th",http://www.theplantlist.org/tpl1.1/record/kew-2572679,The Caryophyllales Taxonomic Expert Network,A,kew-2572679,"",FALSE,"","",""
